#カード情報,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#カードID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#70000000,70000000,0,テスト,ACTIVE,AC00-0000,0,0,4,0,0,1,1,0,10,10,10,10,10,10,1,50,2,50,3,50,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,-,仮,仮,0,0,0,0,0,0,0
70000001,70000001,1,君と僕のイリス,ACTIVE,AC00-0001,2001,0,5,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「ええと、どっちだっけ？」$R「やれやれ、困ったものだ」$R「大体お前がテキトーで……」$R「文句言わなかったじゃない」$R「まぁまぁ、落ち着いて……」$R「さぁ、早く行こうよ！」$R$Rエミルの年代記は、まだ始まっ$Rたばかり。さぁ、僕たちと一緒$Rに冒険の旅に出よう！$R$R$R2009/5/28$Rエクストラアップデート$Rイリス実装記念,関川成人（プロダクション．I.G）,0,0,0,0,0,0,0
70000002,70000002,1,悠久の楽園,ACTIVE,AC00-0002,2001,1,5,0,0,1,1,1,0,0,0,0,0,0,34,200,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「よっしゃ！　海だぜ！」$R「すごぉい、こんなに綺麗！」$R「う～ん、日差しが強いな」$R「きゃっ、水が冷たいですの」$R「よし、夏の準備は万全だね」$R「わーい、みんなで遊ぼ～！」$R「君もこっちに来て……ね？」$R$R夢見る都「ＥＣＯタウン」$Rまだまだ謎多きこの場所へ$R仲間と冒険の旅に出かけよう！$R$RＥＣＯ・第一弾イリスカード$Rコレクションキャンペーン記念$Rプロモーションイリスカード,関川成人（プロダクション．I.G）,0,0,0,0,0,0,0
70000003,70000003,1,お祭り！タイニー神輿,ACTIVE,AC00-0003,2001,2,5,0,0,1,1,1,0,0,0,0,0,0,35,200,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,サンタに探偵、ダンプティー$Rベイビーネイティブパイレーツ$R他にも一杯いるけれど、$R君はどれだけわかるかな？$Rぼくらは陽気なぬいぐるみ、$Rタイニーいっぱい夢いっぱい！$R虹の向こうのあの島で、$R君のお呼びを待ってるよ!$R今日は本当にありがとう。$R明日も一緒に遊ぼうね！$R$R$R2009/11/1$RRWC2009& GungHo festival記念$Rプロモーションイリスカード,椎名悠,0,0,0,0,0,0,0
70000004,70000004,1,三人娘のお出迎え,ACTIVE,AC00-0004,2001,3,5,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,また会ったわね、久しぶり。$R最近、そっちはどうだった？$Rこちらも色々ありました$Rまた会えたのは嬉しいですの。$R一緒に遊んだあの日の事を、$R……ねぇ、君はまだ覚えてる？$R$R「さよなら、またね」その次は$R「また会ったね」と笑えるね。$Rつもる話もあるけれど……$Rまずは笑顔でご挨拶！$R$R2009/11/13$RＥＣＯ　４ｔｈアニバーサリー$R記念キャンペーン,関川成人（プロダクション．I.G）,0,0,0,0,0,0,0
70000005,70000005,1,偽りの神と機械の記憶,ACTIVE,AC00-0005,2001,4,5,0,0,1,1,1,0,0,0,0,0,0,45,200,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,「お前達の力、この程度か」$R「理解不能。ね、戦おうよ？」$R「ちっ、やるしか無い様だな」$R「……でも、あの方達は……」$R「援護する、前は任せたよ」$R「覚悟決めましょうか？」$R「あたしたちが心を開けば……$R本当に、分かり合えるかな？」$R「君達と……話がしたいんだ」$R心をつないで、手を取り合って$Rいつか、一緒に旅をしよう。$R$RＥＣＯ・ＳＡＧＡ１０実装記念$Rチャージでゲットキャンペーン$Rプロモーションイリスカード,関川成人（プロダクション．I.G）,0,0,0,0,0,0,0
70010010,70010010,1,タイタニアドラゴン（人）,ACTIVE,AC01-0010,1,0,4,70010011,0,0,1,0,0,0,0,0,5,0,7,15,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,天を支えた力は既に失われ、想$Rいも既に忘却の彼方。いつか戻$Rる日を待ちながら、硝子の塔の$R中、少年は一人夢を見る……$R$Rタイタニア世界の守護者である$R竜は、かつて大きな戦いで世界$Rと引き換えに、その大いなる力$Rを失った。傷ついた竜は、今も$Rどこかで静かに守られていると$Rいう……$R$R「……退屈だなぁ。僕には、行$Rかなくちゃいけない場所がある$Rのにぃ……」,明貴美加,0,0,0,0,0,0,0
70010011,70010010,1,タイタニアドラゴン（人）[R1],ACTIVE,AC01-0011,1001,0,4,70010012,1,0,1,0,0,0,0,0,6,0,7,28,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,天を支えた力は既に失われ、想$Rいも既に忘却の彼方。いつか戻$Rる日を待ちながら、硝子の塔の$R中、少年は一人夢を見る……$R$Rタイタニア世界の守護者である$R竜は、かつて大きな戦いで世界$Rと引き換えに、その大いなる力$Rを失った。傷ついた竜は、今も$Rどこかで静かに守られていると$Rいう……$R$R「……退屈だなぁ。僕には、行$Rかなくちゃいけない場所がある$Rのにぃ……」,明貴美加,0,0,0,0,0,0,0
70010012,70010010,1,タイタニアドラゴン（人）[R2],ACTIVE,AC01-0012,1003,0,4,70010013,2,0,1,0,0,0,0,0,7,0,7,40,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,天を支えた力は既に失われ、想$Rいも既に忘却の彼方。いつか戻$Rる日を待ちながら、硝子の塔の$R中、少年は一人夢を見る……$R$Rタイタニア世界の守護者である$R竜は、かつて大きな戦いで世界$Rと引き換えに、その大いなる力$Rを失った。傷ついた竜は、今も$Rどこかで静かに守られていると$Rいう……$R$R「……退屈だなぁ。僕には、行$Rかなくちゃいけない場所がある$Rのにぃ……」,明貴美加,0,0,0,0,0,0,0
70010013,70010010,1,タイタニアドラゴン（人）[R3],ACTIVE,AC01-0013,1005,0,4,70010014,3,0,1,0,0,0,0,0,8,0,7,53,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,天を支えた力は既に失われ、想$Rいも既に忘却の彼方。いつか戻$Rる日を待ちながら、硝子の塔の$R中、少年は一人夢を見る……$R$Rタイタニア世界の守護者である$R竜は、かつて大きな戦いで世界$Rと引き換えに、その大いなる力$Rを失った。傷ついた竜は、今も$Rどこかで静かに守られていると$Rいう……$R$R「……退屈だなぁ。僕には、行$Rかなくちゃいけない場所がある$Rのにぃ……」,明貴美加,0,0,0,0,0,0,0
70010014,70010010,1,タイタニアドラゴン（人）[R4],ACTIVE,AC01-0014,1007,0,4,0,4,0,1,0,0,0,0,0,9,0,7,74,0,0,0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,なし,天を支えた力は既に失われ、想$Rいも既に忘却の彼方。いつか戻$Rる日を待ちながら、硝子の塔の$R中、少年は一人夢を見る……$R$Rタイタニア世界の守護者である$R竜は、かつて大きな戦いで世界$Rと引き換えに、その大いなる力$Rを失った。傷ついた竜は、今も$Rどこかで静かに守られていると$Rいう……$R$R「……退屈だなぁ。僕には、行$Rかなくちゃいけない場所がある$Rのにぃ……」,明貴美加,0,0,0,0,0,0,0
